time,particle #,lat,lon
2018-01-03T00:00:00.000000000,79,-34.032887,151.29689
2018-01-04T00:00:00.000000000,80,-33.91836,151.26292
2018-01-05T00:00:00.000000000,81,-33.809723,151.25714
2018-01-06T00:00:00.000000000,81,-33.833153,151.10835
2018-01-03T00:00:00.000000000,82,-34.07263,151.1041
2018-01-03T00:00:00.000000000,83,-34.035526,151.15195
2018-01-03T00:00:00.000000000,84,-34.01242,151.25552
2018-01-03T00:00:00.000000000,85,-33.886147,151.38426
2018-01-04T00:00:00.000000000,85,-33.854866,151.20268
2018-01-04T00:00:00.000000000,86,-33.805706,151.37877
2018-01-03T00:00:00.000000000,90,-33.92155,151.26546
2018-01-04T00:00:00.000000000,90,-33.885498,151.10986
2018-01-03T00:00:00.000000000,97,-33.844612,151.22757
2018-01-04T00:00:00.000000000,98,-33.804955,151.1276
2018-01-13T00:00:00.000000000,104,-34.060097,151.2558
2018-01-14T00:00:00.000000000,104,-33.98644,151.11255
2018-01-14T00:00:00.000000000,124,-34.097942,151.11919
2018-01-14T00:00:00.000000000,131,-34.018997,151.15096
2018-01-14T00:00:00.000000000,138,-34.05519,151.21152
2018-01-14T00:00:00.000000000,153,-34.005028,151.26276
2018-01-15T00:00:00.000000000,153,-33.952923,151.11328
2018-01-04T00:00:00.000000000,297,-34.053288,151.22388
2018-01-05T00:00:00.000000000,298,-34.03722,151.12218
2018-01-05T00:00:00.000000000,299,-33.91163,151.32184
2018-01-06T00:00:00.000000000,299,-33.879997,151.14166
2018-01-05T00:00:00.000000000,300,-33.859676,151.37778
2018-01-06T00:00:00.000000000,300,-33.82084,151.23288
2018-01-04T00:00:00.000000000,301,-34.06471,151.13885
2018-01-04T00:00:00.000000000,302,-34.026012,151.21465
2018-01-04T00:00:00.000000000,303,-33.934437,151.30103
2018-01-05T00:00:00.000000000,303,-33.911213,151.10051
2018-01-05T00:00:00.000000000,304,-33.891937,151.21504
2018-01-04T00:00:00.000000000,309,-33.903984,151.24799
2018-01-04T00:00:00.000000000,316,-33.850266,151.27325
2018-01-05T00:00:00.000000000,316,-33.855156,151.12488
2018-01-12T00:00:00.000000000,322,-33.94302,151.29991
2018-01-13T00:00:00.000000000,322,-33.89471,151.15775
2018-01-12T00:00:00.000000000,330,-33.818054,151.30008
2018-01-13T00:00:00.000000000,330,-33.814663,151.16705
2018-01-12T00:00:00.000000000,335,-33.809063,151.21567
2018-01-12T00:00:00.000000000,342,-33.813515,151.29936
2018-01-13T00:00:00.000000000,342,-33.834713,151.13054
2018-01-13T00:00:00.000000000,343,-34.087296,151.24211
2018-01-15T00:00:00.000000000,350,-34.09278,151.107
2018-01-13T00:00:00.000000000,357,-33.803963,151.11908
2018-01-12T00:00:00.000000000,400,-33.908085,151.32895
2018-01-13T00:00:00.000000000,400,-33.885956,151.17546
2018-01-06T00:00:00.000000000,512,-34.02907,151.27888
2018-01-07T00:00:00.000000000,512,-33.977306,151.14853
2018-01-06T00:00:00.000000000,517,-34.004547,151.20518
2018-01-06T00:00:00.000000000,518,-33.963566,151.3562
2018-01-07T00:00:00.000000000,518,-33.91712,151.19206
2018-01-05T00:00:00.000000000,521,-34.013737,151.24617
2018-01-05T00:00:00.000000000,522,-33.917824,151.36926
2018-01-06T00:00:00.000000000,522,-33.871513,151.2343
2018-01-06T00:00:00.000000000,523,-33.90288,151.29947
2018-01-07T00:00:00.000000000,523,-33.86605,151.13188
2018-01-07T00:00:00.000000000,524,-33.804398,151.40167
2018-01-05T00:00:00.000000000,528,-33.89499,151.33353
2018-01-06T00:00:00.000000000,528,-33.897884,151.17644
2018-01-05T00:00:00.000000000,529,-33.91121,151.35316
2018-01-06T00:00:00.000000000,529,-33.874203,151.1901
2018-01-12T00:00:00.000000000,534,-33.960663,151.3103
2018-01-13T00:00:00.000000000,534,-33.908928,151.15775
2018-01-05T00:00:00.000000000,535,-33.828686,151.39238
2018-01-12T00:00:00.000000000,540,-33.809357,151.2737
2018-01-13T00:00:00.000000000,540,-33.833286,151.11736
2018-01-11T00:00:00.000000000,541,-33.860477,151.40237
2018-01-12T00:00:00.000000000,541,-33.841465,151.24638
2018-01-12T00:00:00.000000000,548,-33.9276,151.3147
2018-01-13T00:00:00.000000000,548,-33.92493,151.12729
2018-01-13T00:00:00.000000000,554,-33.911587,151.22426
2018-01-12T00:00:00.000000000,561,-33.812748,151.29015
2018-01-13T00:00:00.000000000,561,-33.812702,151.11426
2018-01-13T00:00:00.000000000,568,-33.95231,151.21709
2018-01-12T00:00:00.000000000,576,-33.88958,151.36537
2018-01-13T00:00:00.000000000,576,-33.87297,151.20502
2018-01-12T00:00:00.000000000,606,-33.849503,151.31345
2018-01-13T00:00:00.000000000,606,-33.817165,151.12076
2018-01-16T00:00:00.000000000,620,-34.054424,151.11739
2018-01-07T00:00:00.000000000,731,-34.09524,151.11603
2018-01-06T00:00:00.000000000,734,-34.101692,151.15929
2018-01-07T00:00:00.000000000,736,-34.029114,151.2625
2018-01-08T00:00:00.000000000,736,-33.97895,151.10478
2018-01-07T00:00:00.000000000,737,-34.02427,151.29099
2018-01-08T00:00:00.000000000,737,-33.978985,151.15498
2018-01-08T00:00:00.000000000,738,-33.959827,151.33524
2018-01-09T00:00:00.000000000,738,-33.922142,151.17409
2018-01-07T00:00:00.000000000,740,-34.02733,151.15616
2018-01-07T00:00:00.000000000,741,-34.0015,151.14299
2018-01-07T00:00:00.000000000,742,-33.89795,151.29828
2018-01-08T00:00:00.000000000,742,-33.917633,151.19957
2018-01-08T00:00:00.000000000,743,-33.86037,151.25023
2018-01-10T00:00:00.000000000,745,-33.876293,151.3558
2018-01-11T00:00:00.000000000,745,-33.86541,151.19656
2018-01-11T00:00:00.000000000,746,-33.990143,151.31683
2018-01-12T00:00:00.000000000,746,-33.946625,151.11104
2018-01-06T00:00:00.000000000,747,-33.951714,151.34839
2018-01-07T00:00:00.000000000,747,-33.8965,151.19731
2018-01-07T00:00:00.000000000,748,-33.864887,151.26154
2018-01-07T00:00:00.000000000,749,-33.85395,151.39731
2018-01-08T00:00:00.000000000,749,-33.814133,151.26904
2018-01-09T00:00:00.000000000,752,-33.841698,151.40463
2018-01-11T00:00:00.000000000,753,-34.015858,151.28049
2018-01-07T00:00:00.000000000,754,-33.800976,151.28789
2018-01-12T00:00:00.000000000,759,-33.992107,151.24596
2018-01-13T00:00:00.000000000,760,-34.093433,151.20595
2018-01-12T00:00:00.000000000,767,-33.951324,151.24152
2018-01-11T00:00:00.000000000,772,-33.86316,151.37091
2018-01-12T00:00:00.000000000,772,-33.85263,151.24
2018-01-11T00:00:00.000000000,773,-33.911987,151.36786
2018-01-12T00:00:00.000000000,773,-33.899197,151.17046
2018-01-13T00:00:00.000000000,774,-34.047985,151.13281
2018-01-13T00:00:00.000000000,780,-33.96338,151.2328
2018-01-12T00:00:00.000000000,781,-34.103413,151.23227
2018-01-13T00:00:00.000000000,788,-33.96843,151.31036
2018-01-14T00:00:00.000000000,788,-33.92415,151.1484
2018-01-13T00:00:00.000000000,825,-33.992893,151.27963
2018-01-14T00:00:00.000000000,825,-33.899075,151.102
2018-01-14T00:00:00.000000000,839,-34.026485,151.2098
2018-01-15T00:00:00.000000000,854,-34.012043,151.33524
2018-01-16T00:00:00.000000000,854,-33.988865,151.1835
2018-01-14T00:00:00.000000000,870,-34.067844,151.24696
2018-01-08T00:00:00.000000000,955,-34.07823,151.1534
2018-01-08T00:00:00.000000000,956,-34.043983,151.25159
2018-01-09T00:00:00.000000000,957,-34.04437,151.15334
2018-01-07T00:00:00.000000000,958,-34.06093,151.14436
2018-01-07T00:00:00.000000000,959,-34.030365,151.1953
2018-01-08T00:00:00.000000000,960,-33.98163,151.22902
2018-01-08T00:00:00.000000000,961,-33.957165,151.35971
2018-01-09T00:00:00.000000000,961,-33.919838,151.18517
2018-01-09T00:00:00.000000000,962,-33.968853,151.26666
2018-01-09T00:00:00.000000000,963,-33.912533,151.34981
2018-01-10T00:00:00.000000000,963,-33.89944,151.18582
2018-01-11T00:00:00.000000000,964,-33.993866,151.124
2018-01-11T00:00:00.000000000,965,-34.041344,151.10393
2018-01-07T00:00:00.000000000,966,-33.928284,151.24443
2018-01-08T00:00:00.000000000,967,-33.895744,151.27255
2018-01-09T00:00:00.000000000,967,-33.8907,151.12633
2018-01-09T00:00:00.000000000,968,-33.843075,151.3154
2018-01-10T00:00:00.000000000,968,-33.845547,151.14693
2018-01-09T00:00:00.000000000,969,-33.85352,151.39066
2018-01-10T00:00:00.000000000,969,-33.806427,151.25043
2018-01-10T00:00:00.000000000,970,-33.846684,151.37021
2018-01-11T00:00:00.000000000,970,-33.841915,151.17972
2018-01-11T00:00:00.000000000,971,-33.996704,151.25471
2018-01-11T00:00:00.000000000,972,-34.091866,151.16174
2018-01-08T00:00:00.000000000,973,-33.812305,151.28502
2018-01-09T00:00:00.000000000,973,-33.826653,151.13388
2018-01-10T00:00:00.000000000,975,-33.80746,151.17245
2018-01-10T00:00:00.000000000,976,-33.802616,151.28494
2018-01-10T00:00:00.000000000,977,-33.860813,151.38463
2018-01-11T00:00:00.000000000,977,-33.86773,151.25291
2018-01-11T00:00:00.000000000,978,-33.939274,151.3146
2018-01-12T00:00:00.000000000,978,-33.914894,151.1359
2018-01-11T00:00:00.000000000,985,-33.83629,151.37888
2018-01-12T00:00:00.000000000,985,-33.85604,151.24644
2018-01-12T00:00:00.000000000,986,-33.973736,151.25447
2018-01-11T00:00:00.000000000,991,-33.815403,151.31064
2018-01-12T00:00:00.000000000,991,-33.829685,151.12929
2018-01-12T00:00:00.000000000,992,-33.956707,151.30818
2018-01-13T00:00:00.000000000,992,-33.94222,151.16103
2018-01-13T00:00:00.000000000,993,-34.082478,151.13033
2018-01-14T00:00:00.000000000,999,-34.02858,151.11765
2018-01-13T00:00:00.000000000,1006,-33.934532,151.18129
2018-01-13T00:00:00.000000000,1014,-34.0397,151.17352
2018-01-15T00:00:00.000000000,1015,-34.01521,151.1102
2018-01-12T00:00:00.000000000,1028,-33.916477,151.31425
2018-01-13T00:00:00.000000000,1028,-33.885704,151.14586
2018-01-14T00:00:00.000000000,1029,-34.00393,151.12384
2018-01-14T00:00:00.000000000,1044,-33.918324,151.30705
2018-01-15T00:00:00.000000000,1044,-33.86972,151.17612
2018-01-14T00:00:00.000000000,1057,-34.026516,151.27255
2018-01-15T00:00:00.000000000,1057,-33.98208,151.1943
2018-01-15T00:00:00.000000000,1058,-33.99601,151.21883
2018-01-14T00:00:00.000000000,1073,-34.0243,151.28946
2018-01-15T00:00:00.000000000,1073,-33.98656,151.14864
2018-01-13T00:00:00.000000000,1088,-33.832703,151.27498
2018-01-14T00:00:00.000000000,1088,-33.850006,151.12135
2018-01-09T00:00:00.000000000,1174,-34.09992,151.17854
2018-01-10T00:00:00.000000000,1175,-34.03532,151.11713
2018-01-10T00:00:00.000000000,1176,-34.036156,151.19864
2018-01-08T00:00:00.000000000,1177,-34.030804,151.16148
2018-01-08T00:00:00.000000000,1178,-34.01734,151.27847
2018-01-09T00:00:00.000000000,1178,-33.96388,151.1146
2018-01-09T00:00:00.000000000,1179,-34.034218,151.19333
2018-01-09T00:00:00.000000000,1180,-33.879948,151.3602
2018-01-10T00:00:00.000000000,1180,-33.813297,151.19302
2018-01-10T00:00:00.000000000,1181,-33.96341,151.36302
2018-01-11T00:00:00.000000000,1181,-33.9208,151.15224
2018-01-11T00:00:00.000000000,1182,-33.984756,151.2377
2018-01-11T00:00:00.000000000,1183,-34.020535,151.22147
2018-01-11T00:00:00.000000000,1184,-34.097122,151.18648
2018-01-08T00:00:00.000000000,1185,-33.952175,151.27184
2018-01-09T00:00:00.000000000,1186,-33.84588,151.3188
2018-01-10T00:00:00.000000000,1186,-33.83452,151.11183
2018-01-09T00:00:00.000000000,1187,-33.95294,151.3732
2018-01-10T00:00:00.000000000,1187,-33.901833,151.208
2018-01-10T00:00:00.000000000,1188,-33.927433,151.27847
2018-01-11T00:00:00.000000000,1188,-33.89634,151.1554
2018-01-11T00:00:00.000000000,1189,-33.912888,151.30278
2018-01-12T00:00:00.000000000,1189,-33.90947,151.1169
2018-01-12T00:00:00.000000000,1190,-34.064087,151.1802
2018-01-08T00:00:00.000000000,1192,-33.81105,151.31163
2018-01-09T00:00:00.000000000,1192,-33.82541,151.15648
2018-01-08T00:00:00.000000000,1193,-33.810486,151.38954
2018-01-10T00:00:00.000000000,1194,-33.83098,151.33571
2018-01-11T00:00:00.000000000,1194,-33.853825,151.15659
2018-01-11T00:00:00.000000000,1195,-33.83403,151.27843
2018-01-12T00:00:00.000000000,1196,-33.966908,151.26889
2018-01-13T00:00:00.000000000,1196,-33.913895,151.1268
2018-01-12T00:00:00.000000000,1197,-34.028656,151.14758
2018-01-10T00:00:00.000000000,1202,-33.807323,151.3756
2018-01-11T00:00:00.000000000,1202,-33.80793,151.24959
2018-01-11T00:00:00.000000000,1203,-33.85607,151.36313
2018-01-12T00:00:00.000000000,1203,-33.8475,151.15392
2018-01-11T00:00:00.000000000,1204,-33.914394,151.35672
2018-01-12T00:00:00.000000000,1204,-33.89464,151.16672
2018-01-12T00:00:00.000000000,1205,-34.073574,151.166
2018-01-10T00:00:00.000000000,1209,-33.81709,151.4119
2018-01-12T00:00:00.000000000,1210,-33.902203,151.28532
2018-01-13T00:00:00.000000000,1210,-33.88694,151.11954
2018-01-14T00:00:00.000000000,1211,-34.087044,151.1061
2018-01-12T00:00:00.000000000,1217,-33.814785,151.23952
2018-01-13T00:00:00.000000000,1218,-33.989475,151.11966
2018-01-14T00:00:00.000000000,1225,-33.975464,151.19022
2018-01-14T00:00:00.000000000,1233,-34.052967,151.20988
2018-01-15T00:00:00.000000000,1247,-34.029797,151.26463
2018-01-15T00:00:00.000000000,1263,-33.98014,151.18971
2018-01-15T00:00:00.000000000,1277,-33.98337,151.12885
2018-01-13T00:00:00.000000000,1291,-33.844173,151.27374
2018-01-14T00:00:00.000000000,1291,-33.842155,151.14426
2018-01-16T00:00:00.000000000,1292,-34.02126,151.13365
2018-01-17T00:00:00.000000000,1308,-34.019558,151.14284
2018-01-10T00:00:00.000000000,1392,-34.089058,151.13406
2018-01-09T00:00:00.000000000,1396,-34.08342,151.13016
2018-01-10T00:00:00.000000000,1397,-34.013523,151.13147
2018-01-10T00:00:00.000000000,1398,-33.97838,151.20506
2018-01-11T00:00:00.000000000,1399,-33.96241,151.13062
2018-01-11T00:00:00.000000000,1400,-34.000397,151.24677
2018-01-12T00:00:00.000000000,1401,-34.008327,151.1674
2018-01-09T00:00:00.000000000,1404,-33.99224,151.28102
2018-01-10T00:00:00.000000000,1405,-33.968155,151.30301
2018-01-11T00:00:00.000000000,1405,-33.93557,151.12892
2018-01-10T00:00:00.000000000,1406,-33.980232,151.35477
2018-01-11T00:00:00.000000000,1406,-33.93294,151.16766
2018-01-11T00:00:00.000000000,1407,-34.01995,151.29594
2018-01-12T00:00:00.000000000,1407,-33.977543,151.10518
2018-01-12T00:00:00.000000000,1408,-34.04882,151.25937
2018-01-09T00:00:00.000000000,1411,-33.860744,151.35934
2018-01-10T00:00:00.000000000,1411,-33.829582,151.17307
2018-01-11T00:00:00.000000000,1412,-33.834637,151.30075
2018-01-12T00:00:00.000000000,1412,-33.834774,151.16177
2018-01-11T00:00:00.000000000,1413,-33.916367,151.3064
2018-01-12T00:00:00.000000000,1413,-33.87506,151.16165
2018-01-11T00:00:00.000000000,1414,-33.948494,151.34253
2018-01-12T00:00:00.000000000,1414,-33.915768,151.16481
2018-01-12T00:00:00.000000000,1415,-33.96045,151.29866
2018-01-13T00:00:00.000000000,1415,-33.933167,151.12708
2018-01-14T00:00:00.000000000,1416,-34.095947,151.15192
2018-01-10T00:00:00.000000000,1421,-33.803802,151.40015
2018-01-12T00:00:00.000000000,1422,-33.911568,151.23297
2018-01-12T00:00:00.000000000,1423,-33.981712,151.27847
2018-01-13T00:00:00.000000000,1428,-33.923855,151.23991
2018-01-12T00:00:00.000000000,1429,-33.974663,151.29057
2018-01-13T00:00:00.000000000,1429,-33.916843,151.16292
2018-01-12T00:00:00.000000000,1435,-33.851006,151.28482
2018-01-13T00:00:00.000000000,1435,-33.82315,151.15141
2018-01-13T00:00:00.000000000,1436,-33.973442,151.1674
2018-01-15T00:00:00.000000000,1437,-34.094543,151.10368
2018-01-12T00:00:00.000000000,1443,-33.809727,151.3499
2018-01-14T00:00:00.000000000,1444,-33.915512,151.22249
2018-01-12T00:00:00.000000000,1450,-33.84037,151.40276
2018-01-13T00:00:00.000000000,1450,-33.812965,151.21156
2018-01-13T00:00:00.000000000,1451,-33.960083,151.36201
2018-01-14T00:00:00.000000000,1451,-33.911934,151.24475
2018-01-15T00:00:00.000000000,1452,-34.034027,151.27419
2018-01-16T00:00:00.000000000,1452,-33.95485,151.16502
2018-01-15T00:00:00.000000000,1466,-33.96122,151.29669
2018-01-16T00:00:00.000000000,1466,-33.92492,151.13278
2018-01-15T00:00:00.000000000,1467,-34.050484,151.20012
2018-01-13T00:00:00.000000000,1481,-33.854664,151.39555
2018-01-14T00:00:00.000000000,1481,-33.8042,151.23244
2018-01-13T00:00:00.000000000,1482,-33.91589,151.37857
2018-01-14T00:00:00.000000000,1482,-33.8695,151.26831
2018-01-15T00:00:00.000000000,1482,-33.85856,151.11942
2018-01-13T00:00:00.000000000,1510,-33.867348,151.3655
2018-01-14T00:00:00.000000000,1510,-33.872463,151.19365
2018-01-15T00:00:00.000000000,1511,-33.875454,151.22163
2018-01-16T00:00:00.000000000,1526,-33.951706,151.26283
2018-01-17T00:00:00.000000000,1526,-33.894855,151.12965
2018-01-16T00:00:00.000000000,1527,-34.027195,151.2185
2018-01-10T00:00:00.000000000,1615,-34.08838,151.13408
2018-01-10T00:00:00.000000000,1616,-34.029926,151.254
2018-01-11T00:00:00.000000000,1617,-34.04498,151.1625
2018-01-12T00:00:00.000000000,1619,-34.042786,151.1621
2018-01-13T00:00:00.000000000,1620,-34.088352,151.1026
2018-01-10T00:00:00.000000000,1623,-33.98043,151.3145
2018-01-11T00:00:00.000000000,1623,-33.935707,151.15831
2018-01-11T00:00:00.000000000,1624,-34.027145,151.28471
2018-01-12T00:00:00.000000000,1624,-33.942554,151.16342
2018-01-12T00:00:00.000000000,1625,-34.001595,151.18076
2018-01-13T00:00:00.000000000,1626,-34.033577,151.10403
2018-01-13T00:00:00.000000000,1627,-34.026146,151.10497
2018-01-10T00:00:00.000000000,1630,-33.90499,151.33665
2018-01-11T00:00:00.000000000,1630,-33.900703,151.2017
2018-01-11T00:00:00.000000000,1631,-33.88912,151.25522
2018-01-12T00:00:00.000000000,1631,-33.880108,151.1144
2018-01-12T00:00:00.000000000,1632,-33.951797,151.19524
2018-01-13T00:00:00.000000000,1633,-33.971188,151.22156
2018-01-13T00:00:00.000000000,1634,-34.052402,151.17938
2018-01-11T00:00:00.000000000,1639,-33.801308,151.29973
2018-01-12T00:00:00.000000000,1639,-33.825672,151.1191
2018-01-11T00:00:00.000000000,1640,-33.89129,151.3409
2018-01-12T00:00:00.000000000,1640,-33.883865,151.19368
2018-01-13T00:00:00.000000000,1641,-33.95208,151.2772
2018-01-14T00:00:00.000000000,1641,-33.902355,151.10506
2018-01-14T00:00:00.000000000,1642,-34.047085,151.14264
2018-01-16T00:00:00.000000000,1644,-34.077347,151.11852
2018-01-13T00:00:00.000000000,1647,-33.88242,151.26196
2018-01-13T00:00:00.000000000,1648,-33.991814,151.28859
2018-01-14T00:00:00.000000000,1648,-33.93107,151.14923
2018-01-14T00:00:00.000000000,1649,-34.077816,151.21913
2018-01-13T00:00:00.000000000,1654,-33.831673,151.26643
2018-01-13T00:00:00.000000000,1655,-33.967884,151.34877
2018-01-14T00:00:00.000000000,1655,-33.929165,151.25389
2018-01-15T00:00:00.000000000,1655,-33.89577,151.1208
2018-01-14T00:00:00.000000000,1656,-34.009388,151.28766
2018-01-15T00:00:00.000000000,1656,-33.981194,151.15053
2018-01-12T00:00:00.000000000,1661,-33.80894,151.36198
2018-01-15T00:00:00.000000000,1663,-34.02424,151.2442
2018-01-17T00:00:00.000000000,1664,-34.050873,151.21513
2018-01-13T00:00:00.000000000,1670,-33.944717,151.36574
2018-01-14T00:00:00.000000000,1670,-33.908054,151.24084
2018-01-15T00:00:00.000000000,1685,-33.930717,151.20383
2018-01-16T00:00:00.000000000,1701,-33.931705,151.2611
2018-01-18T00:00:00.000000000,1702,-34.101154,151.14577
2018-01-15T00:00:00.000000000,1715,-33.933655,151.31473
2018-01-16T00:00:00.000000000,1715,-33.87659,151.14482
2018-01-17T00:00:00.000000000,1716,-34.069477,151.18759
2018-01-16T00:00:00.000000000,1730,-33.925053,151.25183
2018-01-14T00:00:00.000000000,1746,-33.80711,151.36247
2018-01-11T00:00:00.000000000,1834,-34.092407,151.13577
2018-01-11T00:00:00.000000000,1835,-34.090225,151.20554
2018-01-12T00:00:00.000000000,1842,-33.975773,151.11717
2018-01-12T00:00:00.000000000,1843,-33.990955,151.22665
2018-01-13T00:00:00.000000000,1844,-33.998676,151.10355
2018-01-15T00:00:00.000000000,1846,-34.095894,151.17802
2018-01-11T00:00:00.000000000,1849,-33.92885,151.24686
2018-01-12T00:00:00.000000000,1850,-33.93125,151.26004
2018-01-13T00:00:00.000000000,1850,-33.895367,151.1205
2018-01-12T00:00:00.000000000,1851,-33.995888,151.31622
2018-01-13T00:00:00.000000000,1851,-33.937878,151.17137
2018-01-13T00:00:00.000000000,1852,-34.029057,151.30054
2018-01-14T00:00:00.000000000,1852,-33.95934,151.15317
2018-01-11T00:00:00.000000000,1858,-33.899727,151.37117
2018-01-12T00:00:00.000000000,1858,-33.872234,151.18172
2018-01-12T00:00:00.000000000,1859,-33.896973,151.35136
2018-01-13T00:00:00.000000000,1859,-33.898354,151.1822
2018-01-14T00:00:00.000000000,1860,-33.941196,151.19827
2018-01-15T00:00:00.000000000,1861,-34.019356,151.15564
2018-01-16T00:00:00.000000000,1862,-34.032795,151.13263
2018-01-12T00:00:00.000000000,1865,-33.84632,151.29724
2018-01-13T00:00:00.000000000,1865,-33.85024,151.13797
2018-01-13T00:00:00.000000000,1866,-33.956165,151.32773
2018-01-14T00:00:00.000000000,1866,-33.92593,151.1592
2018-01-15T00:00:00.000000000,1867,-33.956867,151.18971
2018-01-15T00:00:00.000000000,1868,-34.069096,151.23438
2018-01-13T00:00:00.000000000,1873,-33.917675,151.29237
2018-01-15T00:00:00.000000000,1874,-33.96829,151.25029
2018-01-14T00:00:00.000000000,1881,-33.853947,151.3395
2018-01-15T00:00:00.000000000,1881,-33.86916,151.20505
2018-01-19T00:00:00.000000000,1882,-34.016705,151.12077
2018-01-17T00:00:00.000000000,1883,-34.063465,151.1926
2018-01-14T00:00:00.000000000,1889,-33.886757,151.37726
2018-01-15T00:00:00.000000000,1889,-33.865475,151.23766
2018-01-18T00:00:00.000000000,1890,-33.984657,151.21838
2018-01-13T00:00:00.000000000,1903,-33.814617,151.36115
2018-01-15T00:00:00.000000000,1904,-33.87783,151.3094
2018-01-16T00:00:00.000000000,1904,-33.86664,151.1306
2018-01-15T00:00:00.000000000,1919,-33.893303,151.30397
2018-01-16T00:00:00.000000000,1919,-33.878395,151.16287
2018-01-15T00:00:00.000000000,1920,-33.96209,151.36594
2018-01-16T00:00:00.000000000,1920,-33.935436,151.23381
2018-01-16T00:00:00.000000000,1934,-33.926266,151.28926
2018-01-17T00:00:00.000000000,1934,-33.870342,151.1187
2018-01-16T00:00:00.000000000,1949,-33.8837,151.35223
2018-01-17T00:00:00.000000000,1949,-33.905052,151.22188
2018-01-15T00:00:00.000000000,1965,-33.839092,151.39107
2018-01-16T00:00:00.000000000,1965,-33.810616,151.26727
2018-01-17T00:00:00.000000000,1965,-33.832672,151.10065
2018-01-12T00:00:00.000000000,2053,-34.078384,151.13324
2018-01-13T00:00:00.000000000,2055,-34.056034,151.1655
2018-01-14T00:00:00.000000000,2056,-34.07122,151.14714
2018-01-14T00:00:00.000000000,2057,-34.09743,151.17651
2018-01-12T00:00:00.000000000,2061,-34.007,151.26834
2018-01-13T00:00:00.000000000,2062,-34.00931,151.23192
2018-01-14T00:00:00.000000000,2063,-34.006622,151.15901
2018-01-16T00:00:00.000000000,2065,-34.075447,151.13998
2018-01-18T00:00:00.000000000,2066,-34.09212,151.23856
2018-01-12T00:00:00.000000000,2068,-33.971657,151.3246
2018-01-13T00:00:00.000000000,2068,-33.972134,151.17012
2018-01-13T00:00:00.000000000,2069,-33.98875,151.21774
2018-01-13T00:00:00.000000000,2070,-33.978954,151.33075
2018-01-14T00:00:00.000000000,2070,-33.933712,151.21553
2018-01-15T00:00:00.000000000,2071,-33.980965,151.1768
2018-01-16T00:00:00.000000000,2072,-34.058723,151.25189
2018-01-17T00:00:00.000000000,2072,-34.010532,151.13155
2018-01-18T00:00:00.000000000,2073,-34.065605,151.18668
2018-01-13T00:00:00.000000000,2077,-33.872635,151.26372
2018-01-13T00:00:00.000000000,2078,-33.957573,151.27214
2018-01-15T00:00:00.000000000,2079,-33.94014,151.32729
2018-01-16T00:00:00.000000000,2079,-33.943222,151.14404
